ID;DNI;MATRICULA;KM_RECORRIDOS;NUMERO_ACELERONES;NUMERO_FRENAZOS;RPM_MEDIA;INICIO;FIN
247;12345678A;3445DKM;66,95258549;0;4;2698;2020-02-10 13:41:47.516;2020-02-10 14:08:55.813
248;12345678A;3445DKM;92,62697175;3;3;3065;2020-02-10 20:28:42.397;2020-02-10 21:21:56.033
249;12345678A;3445DKM;26,02852334;5;3;2705;2020-02-10 21:51:51.917;2020-02-10 22:39:16.830
250;12345678A;1125LLV;72,01501;4;3;2888;2020-02-11 09:11:19.180;2020-02-11 09:34:18.519
251;87654321V;3445DKM;160,7525449;4;3;2757;2020-02-11 18:14:10.916;2020-02-11 19:07:41.531
252;44678910Y;3445DKM;127,0111523;2;4;2791;2020-02-12 05:01:10.534;2020-02-12 05:47:09.149
253;12345678A;3445DKM;178,8842257;1;5;2767;2020-02-12 10:07:58.248;2020-02-12 10:47:19.798
254;12345678A;5567JJL;147,9161251;6;7;2845;2020-02-12 11:56:44.242;2020-02-12 12:56:05.458
255;87654321V;3445DKM;74,41067137;6;7;2949;2020-02-12 23:52:09.485;2020-02-13 00:21:37.820
256;44678910Y;1125LLV;162,775605;5;4;3067;2020-02-13 06:38:40.684;2020-02-13 08:30:28.571
257;44678910Y;3445DKM;103,4380057;4;4;2733;2020-02-13 16:27:15.976;2020-02-13 17:37:03.863
258;12345678A;1125LLV;61,69757367;6;2;2537;2020-02-14 02:49:01.530;2020-02-14 04:24:25.699
259;12345678A;5567JJL;48,90625184;0;0;2755;2020-02-14 08:27:55.291;2020-02-14 09:47:38.398
260;87654321V;1125LLV;104,2058908;0;0;2624;2020-02-14 18:01:40.530;2020-02-14 19:25:20.309
261;44678910Y;3445DKM;103,3304143;3;6;2888;2020-02-15 05:48:05.388;2020-02-15 06:34:24.054
262;44678910Y;3445DKM;35,69314214;6;2;2943;2020-02-15 08:41:25.013;2020-02-15 08:44:47.783
263;12345678A;5567JJL;25,59845771;0;0;2894;2020-02-15 09:19:16.455;2020-02-15 10:07:05.802
264;12345678A;5567JJL;56,67899223;7;4;2904;2020-02-15 17:01:50.786;2020-02-15 18:31:25.477
265;87654321V;3445DKM;169,4969482;4;6;2973;2020-02-16 01:38:16.412;2020-02-16 03:36:34.565
266;44678910Y;5567JJL;155,9546494;0;2;2938;2020-02-16 09:17:11.611;2020-02-16 10:51:02.487
267;44678910Y;5567JJL;157,4815718;0;7;2572;2020-02-16 13:51:53.256;2020-02-16 14:26:53.536
268;12345678A;3445DKM;73,67706649;4;3;2937;2020-02-16 19:18:38.381;2020-02-16 20:38:27.801
269;12345678A;3445DKM;179,3394003;2;4;3033;2020-02-17 00:03:17.732;2020-02-17 00:41:23.919
270;12345678A;3445DKM;105,3355576;3;7;2542;2020-02-17 05:44:18.225;2020-02-17 07:17:58.864
271;12345678A;1125LLV;167,3269205;6;3;2594;2020-02-17 17:46:00.312;2020-02-17 18:18:35.140
272;87654321V;3445DKM;38,89017446;7;7;2771;2020-02-18 03:09:34.713;2020-02-18 03:54:38.834
273;44678910Y;3445DKM;27,11076623;0;3;2597;2020-02-18 11:29:13.253;2020-02-18 12:22:31.979
274;12345678A;3445DKM;105,8662853;4;5;2661;2020-02-18 17:24:05.743;2020-02-18 17:29:35.387
275;12345678A;5567JJL;110,8578098;6;7;2850;2020-02-19 01:08:53.360;2020-02-19 01:58:08.048
276;87654321V;3445DKM;121,543376;0;4;2968;2020-02-19 08:33:00.222;2020-02-19 09:59:43.480
277;44678910Y;1125LLV;95,8054211;1;3;2559;2020-02-19 19:08:57.675;2020-02-19 20:32:52.372
278;44678910Y;3445DKM;55,50326836;6;0;2785;2020-02-20 05:05:54.973;2020-02-20 06:01:10.508
279;12345678A;1125LLV;179,9423634;3;7;2831;2020-02-20 16:37:45.003;2020-02-20 18:33:55.052
280;12345678A;5567JJL;114,6717535;1;7;2895;2020-02-20 22:20:19.025;2020-02-21 00:11:43.306
281;87654321V;1125LLV;121,2552015;7;6;2518;2020-02-21 00:58:04.265;2020-02-21 01:40:21.055
282;44678910Y;3445DKM;3,161308749;5;1;3039;2020-02-21 10:04:24.443;2020-02-21 11:21:13.611
283;44678910Y;3445DKM;141,0497277;5;7;2631;2020-02-21 21:51:43.416;2020-02-21 23:28:54.182
284;12345678A;5567JJL;170,5695298;1;7;2672;2020-02-22 01:27:26.662;2020-02-22 01:45:46.057
285;12345678A;5567JJL;17,95161715;5;5;2623;2020-02-22 05:02:11.686;2020-02-22 05:46:41.822
286;87654321V;3445DKM;186,2508418;6;5;2566;2020-02-22 07:17:29.697;2020-02-22 07:54:25.471
287;44678910Y;5567JJL;9,875463787;7;0;2784;2020-02-22 16:18:31.478;2020-02-22 17:44:27.028
288;44678910Y;5567JJL;162,1000338;2;0;2501;2020-02-23 04:38:15.560;2020-02-23 05:43:29.207
289;12345678A;3445DKM;177,2883561;1;5;2997;2020-02-23 09:20:39.697;2020-02-23 09:45:03.149
290;12345678A;3445DKM;110,1366201;7;3;2977;2020-02-23 19:45:54.858;2020-02-23 21:30:07.416
291;12345678A;3445DKM;20,81783757;5;5;2711;2020-02-24 03:53:46.789;2020-02-24 03:55:41.095
292;12345678A;1125LLV;58,62924499;4;0;2730;2020-02-24 08:41:35.878;2020-02-24 09:56:58.991
293;87654321V;3445DKM;164,4339333;2;4;2666;2020-02-24 15:09:01.838;2020-02-24 17:01:36.224
294;44678910Y;3445DKM;180,516337;4;0;2780;2020-02-25 03:37:30.568;2020-02-25 05:24:12.669
295;12345678A;3445DKM;169,9065627;6;6;2792;2020-02-25 09:33:50.845;2020-02-25 10:35:55.497
296;12345678A;5567JJL;172,0961548;4;4;2780;2020-02-25 19:20:43.841;2020-02-25 20:32:09.401
297;87654321V;3445DKM;11,73530211;3;1;3099;2020-02-26 05:44:03.577;2020-02-26 06:15:47.423
298;44678910Y;1125LLV;96,11301713;0;3;2915;2020-02-26 09:24:21.327;2020-02-26 10:40:59.093
299;44678910Y;3445DKM;44,10290133;4;6;2769;2020-02-26 10:42:01.915;2020-02-26 12:21:54.515
300;12345678A;1125LLV;99,58369377;2;4;2927;2020-02-26 15:52:06.643;2020-02-26 16:00:42.817
301;12345678A;5567JJL;19,22173621;3;6;2752;2020-02-26 16:46:09.004;2020-02-26 16:52:30.065
302;87654321V;1125LLV;117,6878717;3;0;3020;2020-02-27 03:49:48.874;2020-02-27 04:10:13.201
303;44678910Y;3445DKM;158,1566165;7;1;2712;2020-02-27 13:52:49.546;2020-02-27 15:42:30.374
304;44678910Y;3445DKM;57,76078458;2;3;2661;2020-02-28 00:22:06.207;2020-02-28 01:05:36.957
305;12345678A;5567JJL;31,48933891;3;7;2547;2020-02-28 04:39:52.616;2020-02-28 05:29:00.831
306;12345678A;5567JJL;5,775057525;6;2;2842;2020-02-28 08:27:52.796;2020-02-28 10:20:39.869
307;87654321V;3445DKM;125,8752359;5;0;2818;2020-02-28 19:31:24.225;2020-02-28 20:19:56.075
308;44678910Y;5567JJL;99,70947327;7;1;2822;2020-02-29 07:00:49.934;2020-02-29 07:54:48.622
309;44678910Y;5567JJL;153,682816;2;2;2764;2020-02-29 08:13:42.366;2020-02-29 08:37:03.989
310;12345678A;3445DKM;59,46222593;5;7;3089;2020-02-29 12:34:03.182;2020-02-29 13:13:24.059
311;12345678A;3445DKM;64,92948349;5;6;3000;2020-02-29 18:03:51.325;2020-02-29 18:29:22.615
312;12345678A;3445DKM;115,9308684;3;5;2830;2020-02-29 22:48:34.688;2020-03-01 00:36:34.943
313;12345678A;1125LLV;193,8031838;7;6;2702;2020-03-01 09:14:34.273;2020-03-01 11:08:54.572
314;87654321V;3445DKM;193,4021243;7;1;2570;2020-03-01 14:59:07.298;2020-03-01 15:56:56.377
315;44678910Y;3445DKM;15,75236434;6;5;2873;2020-03-01 17:09:04.919;2020-03-01 19:06:52.439
316;12345678A;3445DKM;129,8953464;1;1;2515;2020-03-02 01:26:05.114;2020-03-02 03:24:24.419
317;12345678A;5567JJL;56,62537068;3;2;2816;2020-03-02 10:53:06.449;2020-03-02 11:38:03.072
318;87654321V;3445DKM;114,6592785;1;2;2551;2020-03-02 20:46:58.146;2020-03-02 21:24:50.332
319;44678910Y;1125LLV;49,38286931;0;4;2838;2020-03-03 02:20:52.907;2020-03-03 02:54:52.672
320;44678910Y;3445DKM;46,81526125;5;2;3044;2020-03-03 06:34:02.822;2020-03-03 07:59:12.483
321;12345678A;1125LLV;176,2962346;7;6;2981;2020-03-03 10:04:13.566;2020-03-03 10:22:35.437
322;12345678A;5567JJL;186,4493622;1;2;2715;2020-03-03 18:57:49.486;2020-03-03 19:17:52.172
323;87654321V;1125LLV;99,12462203;5;0;2743;2020-03-04 00:41:07.552;2020-03-04 01:45:47.854
324;44678910Y;3445DKM;68,19669217;3;2;2899;2020-03-04 08:05:13.967;2020-03-04 08:56:05.673
325;44678910Y;3445DKM;135,450027;2;2;2869;2020-03-04 12:56:30.785;2020-03-04 14:13:22.228
326;12345678A;5567JJL;144,8543959;4;6;2987;2020-03-04 16:09:31.303;2020-03-04 16:10:19.466
327;12345678A;5567JJL;2,262133891;6;1;3095;2020-03-04 20:15:45.567;2020-03-04 20:39:44.495
328;87654321V;3445DKM;53,0953773;2;7;2672;2020-03-05 05:28:31.503;2020-03-05 06:55:51.383
329;44678910Y;5567JJL;58,92944214;6;7;2632;2020-03-05 13:18:57.317;2020-03-05 14:38:51.042
330;44678910Y;5567JJL;50,09042899;2;3;2608;2020-03-05 22:40:16.255;2020-03-06 00:06:44.599
331;12345678A;3445DKM;68,96802164;1;5;2601;2020-03-06 09:22:29.455;2020-03-06 09:35:10.970
332;12345678A;3445DKM;122,9516927;1;3;2563;2020-03-06 17:51:41.984;2020-03-06 19:26:05.811
333;12345678A;3445DKM;197,0039524;6;5;2972;2020-03-06 21:16:03.696;2020-03-06 22:43:30.971
334;12345678A;1125LLV;195,6143546;2;6;2914;2020-03-07 06:54:33.034;2020-03-07 08:00:22.642
335;87654321V;3445DKM;151,0016275;3;6;2934;2020-03-07 09:44:00.225;2020-03-07 10:01:04.995
336;44678910Y;3445DKM;38,33756799;5;5;2853;2020-03-07 12:27:17.502;2020-03-07 12:50:46.420
337;12345678A;3445DKM;160,3990488;0;5;2977;2020-03-07 21:57:09.756;2020-03-07 22:00:38.817
338;12345678A;5567JJL;158,6870763;2;5;2617;2020-03-08 01:18:02.408;2020-03-08 01:51:13.600
339;87654321V;3445DKM;23,23491752;2;0;2613;2020-03-08 04:26:57.963;2020-03-08 04:39:55.457
340;44678910Y;1125LLV;64,4970042;6;4;2646;2020-03-08 06:13:07.285;2020-03-08 07:25:03.540
341;44678910Y;3445DKM;189,5813383;1;5;2942;2020-03-08 16:50:48.204;2020-03-08 17:54:36.098
342;12345678A;1125LLV;116,4134921;5;5;3045;2020-03-09 01:00:59.556;2020-03-09 02:20:20.908
343;12345678A;5567JJL;26,62109961;5;2;3091;2020-03-09 09:49:05.190;2020-03-09 10:58:04.050
344;87654321V;1125LLV;104,1280377;2;0;2888;2020-03-09 19:09:12.616;2020-03-09 20:43:10.350
345;44678910Y;3445DKM;193,9064027;3;5;2979;2020-03-10 00:06:13.648;2020-03-10 01:28:39.097
346;44678910Y;3445DKM;14,44312644;7;2;2915;2020-03-10 03:38:16.298;2020-03-10 03:51:38.954
347;12345678A;5567JJL;19,28629667;6;4;2731;2020-03-10 05:17:15.971;2020-03-10 07:10:55.194
348;12345678A;5567JJL;19,41896132;4;2;2517;2020-03-10 18:04:38.485;2020-03-10 18:31:42.808
349;87654321V;3445DKM;129,751476;1;1;2563;2020-03-10 22:05:13.694;2020-03-10 23:55:26.118
350;44678910Y;5567JJL;190,7083301;2;1;2863;2020-03-11 02:00:16.049;2020-03-11 02:41:00.963
351;44678910Y;5567JJL;60,54271136;3;7;2664;2020-03-11 13:13:01.914;2020-03-11 13:38:07.623
352;12345678A;3445DKM;107,8152989;0;0;2762;2020-03-11 21:15:09.653;2020-03-11 23:15:09.518
353;12345678A;3445DKM;107,774309;1;7;2963;2020-03-12 09:43:42.559;2020-03-12 10:25:36.228
354;12345678A;3445DKM;115,1573056;1;7;2655;2020-03-12 13:19:28.809;2020-03-12 14:02:06.258
355;12345678A;1125LLV;70,72849676;6;0;2523;2020-03-12 15:12:42.119;2020-03-12 16:08:27.230
356;87654321V;3445DKM;179,7226786;7;3;2593;2020-03-12 18:31:01.926;2020-03-12 19:24:18.574
357;44678910Y;3445DKM;96,74496924;4;4;2980;2020-03-13 05:39:26.463;2020-03-13 05:57:51.173
358;12345678A;3445DKM;155,7734953;7;7;3071;2020-03-13 13:35:06.853;2020-03-13 14:54:49.036
359;12345678A;5567JJL;127,55502;3;7;2942;2020-03-13 20:26:30.723;2020-03-13 20:47:42.438
360;87654321V;3445DKM;201,5407412;2;0;2639;2020-03-14 03:29:28.503;2020-03-14 03:33:23.079
361;44678910Y;1125LLV;61,52728394;7;6;2646;2020-03-14 10:08:35.340;2020-03-14 10:22:11.472
362;44678910Y;3445DKM;99,45556884;2;0;2854;2020-03-14 18:37:33.523;2020-03-14 19:21:51.424
363;12345678A;1125LLV;158,3215425;7;5;2709;2020-03-15 05:00:30.456;2020-03-15 06:56:40.644
364;12345678A;5567JJL;65,2652004;6;2;2970;2020-03-15 07:46:10.221;2020-03-15 08:06:43.555
365;87654321V;1125LLV;100,1441869;4;0;2986;2020-03-15 13:44:41.507;2020-03-15 14:30:46.876
366;44678910Y;3445DKM;61,41973095;0;4;2582;2020-03-16 00:25:11.919;2020-03-16 00:56:25.342
367;44678910Y;3445DKM;72,77763216;1;1;2773;2020-03-16 11:33:05.764;2020-03-16 13:03:36.923
368;12345678A;5567JJL;47,74323544;0;7;2778;2020-03-16 19:43:44.118;2020-03-16 20:49:12.535
369;12345678A;5567JJL;83,90633811;0;7;2522;2020-03-17 02:55:28.417;2020-03-17 04:14:15.403
370;87654321V;3445DKM;171,2951833;6;6;2553;2020-03-17 08:21:12.123;2020-03-17 08:43:04.413
371;44678910Y;5567JJL;181,0078988;2;4;2654;2020-03-17 11:42:45.999;2020-03-17 12:09:11.674
372;44678910Y;5567JJL;186,296713;3;7;2980;2020-03-17 16:27:42.680;2020-03-17 16:38:20.367
373;12345678A;3445DKM;64,06625269;5;4;2606;2020-03-17 16:53:11.611;2020-03-17 17:47:07.086
374;12345678A;3445DKM;99,15444721;1;5;2535;2020-03-17 21:44:09.049;2020-03-17 22:32:54.898
375;12345678A;3445DKM;137,3260584;7;0;2976;2020-03-18 06:07:14.348;2020-03-18 06:11:41.182
376;12345678A;1125LLV;120,7676535;5;2;2563;2020-03-18 13:42:58.661;2020-03-18 15:39:43.640
377;12345678A;5567JJL;149,4555848;7;6;2775;2020-03-18 15:40:16.942;2020-03-18 17:39:00.949
378;12345678A;5567JJL;12,72733209;0;3;2525;2020-03-18 21:27:49.985;2020-03-18 22:33:49.422
379;87654321V;3445DKM;134,6947145;5;5;2762;2020-03-19 07:23:47.479;2020-03-19 08:33:07.905
380;44678910Y;5567JJL;5,957552058;5;4;3078;2020-03-19 17:01:50.187;2020-03-19 17:08:09.200
381;44678910Y;5567JJL;35,58146581;3;2;2850;2020-03-19 20:04:37.334;2020-03-19 21:15:17.973
382;12345678A;3445DKM;95,89630981;1;2;2738;2020-03-19 23:45:25.314;2020-03-20 01:32:37.897
383;12345678A;3445DKM;148,365035;7;1;2539;2020-03-20 03:26:17.135;2020-03-20 05:22:51.771
384;12345678A;3445DKM;44,39275158;3;7;2641;2020-03-20 15:52:03.563;2020-03-20 16:02:17.008
385;12345678A;1125LLV;97,27454124;7;2;3077;2020-03-20 16:06:02.400;2020-03-20 17:04:39.955
386;87654321V;3445DKM;3,852238655;0;4;2585;2020-03-20 19:17:16.492;2020-03-20 21:02:16.529
387;44678910Y;3445DKM;86,99683973;5;4;2899;2020-03-21 04:35:13.171;2020-03-21 06:04:51.312
388;12345678A;3445DKM;11,43986623;1;5;2560;2020-03-21 07:10:44.313;2020-03-21 07:30:44.952
389;12345678A;5567JJL;103,823136;5;4;2691;2020-03-21 17:11:26.454;2020-03-21 19:06:50.620
390;87654321V;3445DKM;64,17579557;3;6;2617;2020-03-22 06:00:55.253;2020-03-22 07:44:39.334
391;44678910Y;1125LLV;69,91698165;7;6;2562;2020-03-22 09:40:20.509;2020-03-22 11:36:58.892
392;44678910Y;3445DKM;10,62936955;1;7;2978;2020-03-22 16:08:23.894;2020-03-22 16:16:06.357
393;12345678A;1125LLV;192,9364928;1;7;2773;2020-03-23 00:20:26.288;2020-03-23 00:21:55.935
394;12345678A;5567JJL;108,6118814;6;1;2565;2020-03-23 05:56:40.543;2020-03-23 06:44:45.896
395;87654321V;1125LLV;56,63008703;2;3;2604;2020-03-23 07:35:45.518;2020-03-23 09:25:09.763
396;44678910Y;3445DKM;61,25084293;7;0;2510;2020-03-23 15:06:55.253;2020-03-23 16:20:15.306
397;44678910Y;3445DKM;44,34513823;3;6;2860;2020-03-23 17:43:06.136;2020-03-23 17:51:30.543
398;12345678A;5567JJL;85,75251286;3;6;2720;2020-03-23 18:23:46.483;2020-03-23 19:04:16.456
399;12345678A;5567JJL;82,76733572;0;5;2660;2020-03-23 19:27:25.983;2020-03-23 20:45:32.595
400;87654321V;3445DKM;134,2125612;2;3;2810;2020-03-23 20:52:41.312;2020-03-23 22:21:21.898
401;44678910Y;5567JJL;199,6959895;0;7;2565;2020-03-23 22:43:40.195;2020-03-24 00:35:16.965
402;44678910Y;5567JJL;93,25260603;0;5;2643;2020-03-24 10:00:49.982;2020-03-24 11:30:53.328
403;12345678A;3445DKM;171,0141692;3;3;2881;2020-03-24 17:49:05.778;2020-03-24 19:25:42.065
404;12345678A;3445DKM;169,0677724;3;3;2984;2020-03-25 05:45:45.388;2020-03-25 07:23:17.856
405;12345678A;3445DKM;44,79820686;6;3;2864;2020-03-25 14:29:18.258;2020-03-25 14:33:53.968
406;12345678A;1125LLV;101,8574201;4;0;2568;2020-03-25 17:38:08.864;2020-03-25 18:19:42.466
407;12345678A;5567JJL;107,5608681;0;4;2979;2020-03-25 23:19:07.323;2020-03-26 00:40:36.950
408;12345678A;5567JJL;90,25233807;7;7;2642;2020-03-26 05:02:21.027;2020-03-26 06:42:56.431
409;87654321V;3445DKM;153,6715393;2;1;3076;2020-03-26 14:50:22.185;2020-03-26 15:04:48.931
410;44678910Y;5567JJL;135,3684201;2;7;2888;2020-03-26 22:47:18.438;2020-03-26 23:03:52.393
411;44678910Y;5567JJL;157,7765619;7;1;2749;2020-03-27 03:28:49.860;2020-03-27 03:49:17.002
412;12345678A;3445DKM;146,2187667;2;3;3057;2020-03-27 13:48:56.850;2020-03-27 15:08:13.059
413;12345678A;3445DKM;69,53861215;4;3;2667;2020-03-27 22:17:53.027;2020-03-27 23:43:08.146
414;12345678A;3445DKM;143,7426279;2;0;2989;2020-03-28 07:17:48.609;2020-03-28 07:49:18.751
415;12345678A;1125LLV;6,238511642;0;4;2526;2020-03-28 14:45:27.078;2020-03-28 16:43:59.217
416;87654321V;3445DKM;26,12572165;7;2;2888;2020-03-28 21:22:13.185;2020-03-28 22:20:36.963
417;44678910Y;3445DKM;161,6815782;1;2;2665;2020-03-29 05:05:33.073;2020-03-29 05:29:42.822
418;12345678A;3445DKM;129,8073601;7;0;2932;2020-03-29 09:02:04.648;2020-03-29 10:18:58.413
419;12345678A;5567JJL;54,85547626;0;4;2886;2020-03-29 13:41:30.698;2020-03-29 14:18:47.188
420;87654321V;3445DKM;136,1527822;6;3;3079;2020-03-29 20:57:46.849;2020-03-29 21:11:08.276
421;44678910Y;1125LLV;50,14810435;5;4;3055;2020-03-30 07:00:38.586;2020-03-30 07:59:50.769
422;44678910Y;3445DKM;117,548902;4;7;2963;2020-03-30 09:47:45.592;2020-03-30 10:24:15.727
423;12345678A;1125LLV;72,01017815;7;1;2762;2020-03-30 11:16:41.019;2020-03-30 12:30:24.935
424;12345678A;5567JJL;192,8240196;5;5;3043;2020-03-30 20:26:57.455;2020-03-30 21:19:20.254
425;87654321V;1125LLV;114,9488265;5;1;2996;2020-03-31 04:33:04.516;2020-03-31 04:52:01.839
426;44678910Y;3445DKM;77,25573147;6;5;2841;2020-03-31 13:23:40.419;2020-03-31 15:03:19.229
427;44678910Y;3445DKM;196,7267238;3;2;2685;2020-03-31 19:25:49.892;2020-03-31 20:35:36.870
428;12345678A;5567JJL;97,31971658;5;2;3000;2020-04-01 07:10:13.085;2020-04-01 08:08:42.068
429;12345678A;5567JJL;183,8572157;0;5;2980;2020-04-01 18:48:53.577;2020-04-01 20:08:10.782
430;87654321V;3445DKM;148,9524078;7;1;2975;2020-04-01 23:58:21.103;2020-04-02 01:47:33.786
431;44678910Y;5567JJL;132,5803742;7;2;3077;2020-04-02 11:51:15.722;2020-04-02 12:21:52.006
432;44678910Y;5567JJL;41,95505732;0;3;2784;2020-04-02 22:20:16.385;2020-04-02 23:36:38.087
433;12345678A;3445DKM;52,20109594;3;2;2987;2020-04-03 05:51:36.508;2020-04-03 07:20:58.407
434;12345678A;3445DKM;77,05875755;5;1;3031;2020-04-03 14:51:05.465;2020-04-03 15:44:55.251
435;12345678A;3445DKM;193,222759;0;5;2566;2020-04-03 20:41:30.627;2020-04-03 22:29:30.249
436;12345678A;1125LLV;98,77142094;6;4;2508;2020-04-04 04:15:37.300;2020-04-04 04:51:14.813
437;12345678A;5567JJL;74,88980501;4;3;2608;2020-04-04 05:25:57.849;2020-04-04 05:55:13.025
438;12345678A;5567JJL;156,4664435;1;4;2548;2020-04-04 10:07:11.922;2020-04-04 11:32:41.116
439;87654321V;3445DKM;200,8433826;2;7;2524;2020-04-04 12:26:17.756;2020-04-04 14:07:08.559
440;44678910Y;5567JJL;171,9889784;2;2;2841;2020-04-04 15:33:21.326;2020-04-04 16:25:56.360
441;44678910Y;5567JJL;61,43392705;4;1;2792;2020-04-05 02:58:54.956;2020-04-05 04:08:53.474
442;12345678A;3445DKM;161,9383789;6;5;2783;2020-04-05 09:09:53.816;2020-04-05 09:25:19.428
443;12345678A;3445DKM;42,92408349;2;2;2569;2020-04-05 11:23:41.123;2020-04-05 12:10:10.206
444;12345678A;3445DKM;186,4358256;1;4;2608;2020-04-05 21:02:17.839;2020-04-05 21:07:38.514
445;12345678A;1125LLV;148,7680457;0;1;2913;2020-04-06 07:38:54.671;2020-04-06 07:49:40.809
446;87654321V;3445DKM;54,89610474;0;2;2851;2020-04-06 17:09:38.063;2020-04-06 18:49:40.913
447;44678910Y;3445DKM;25,74563541;1;3;2768;2020-04-07 05:19:30.034;2020-04-07 05:46:48.130
448;12345678A;3445DKM;186,558469;5;2;2570;2020-04-07 14:51:08.132;2020-04-07 14:53:17.866
449;12345678A;5567JJL;64,05205215;1;0;2758;2020-04-07 16:09:02.204;2020-04-07 16:10:00.177
450;87654321V;3445DKM;129,1060244;0;2;2548;2020-04-07 23:55:41.245;2020-04-08 00:14:16.067
451;44678910Y;1125LLV;168,4099147;4;2;2615;2020-04-08 10:45:58.817;2020-04-08 11:40:03.586
452;44678910Y;3445DKM;17,69966735;2;7;2652;2020-04-08 13:49:31.183;2020-04-08 14:47:15.184
453;12345678A;1125LLV;69,27756457;5;7;2711;2020-04-08 18:17:17.321;2020-04-08 20:08:49.548
454;12345678A;5567JJL;106,4450483;3;5;3099;2020-04-08 22:06:03.087;2020-04-08 22:19:09.135
455;87654321V;1125LLV;10,84842889;3;3;2902;2020-04-09 03:54:47.149;2020-04-09 04:12:11.580
456;44678910Y;3445DKM;12,62196098;1;0;2877;2020-04-09 09:28:39.570;2020-04-09 10:16:48.443
457;44678910Y;3445DKM;194,898531;6;4;2737;2020-04-09 14:48:22.929;2020-04-09 16:46:03.349
458;12345678A;5567JJL;191,631805;6;4;3002;2020-04-10 02:36:59.105;2020-04-10 03:08:35.983
459;12345678A;5567JJL;110,2523271;6;0;2933;2020-04-10 13:02:16.303;2020-04-10 13:59:25.131
460;87654321V;3445DKM;198,3124938;6;7;2739;2020-04-10 21:15:48.186;2020-04-10 21:43:46.768
461;44678910Y;5567JJL;27,18783567;0;7;2711;2020-04-11 04:43:41.157;2020-04-11 05:38:21.301
462;44678910Y;5567JJL;86,77602729;1;0;2772;2020-04-11 15:10:17.985;2020-04-11 16:20:07.016
463;12345678A;3445DKM;72,93206859;6;4;2830;2020-04-11 19:43:46.121;2020-04-11 20:39:57.468
464;12345678A;3445DKM;123,8454418;4;6;2537;2020-04-12 05:55:12.863;2020-04-12 06:23:33.293
465;12345678A;3445DKM;5,330380174;6;5;2998;2020-04-12 14:47:18.386;2020-04-12 16:41:12.345
466;12345678A;1125LLV;131,0484411;2;3;2528;2020-04-12 21:24:31.811;2020-04-12 23:07:41.883
467;12345678A;5567JJL;23,66219174;0;4;2994;2020-04-13 03:23:14.341;2020-04-13 03:42:54.057
468;12345678A;5567JJL;113,4063051;4;3;2564;2020-04-13 08:06:53.956;2020-04-13 09:45:16.901
469;87654321V;3445DKM;146,283999;4;4;3037;2020-04-13 17:02:16.212;2020-04-13 17:19:10.849
470;44678910Y;5567JJL;93,39548526;4;3;2799;2020-04-14 00:49:56.602;2020-04-14 02:45:41.386
471;44678910Y;5567JJL;78,91218617;5;5;2800;2020-04-14 07:16:44.530;2020-04-14 07:39:30.395
472;12345678A;3445DKM;118,4744604;2;2;2727;2020-04-14 13:28:54.693;2020-04-14 14:44:41.697
473;12345678A;3445DKM;142,7783578;2;5;3069;2020-04-14 22:22:35.831;2020-04-14 22:29:02.013
474;12345678A;3445DKM;132,397304;3;0;2935;2020-04-15 09:23:03.867;2020-04-15 10:28:36.409
475;12345678A;1125LLV;167,9530784;6;4;2697;2020-04-15 13:57:07.233;2020-04-15 14:30:57.677
476;87654321V;3445DKM;16,16429855;2;6;2853;2020-04-16 00:05:07.565;2020-04-16 01:01:12.425
477;44678910Y;3445DKM;193,8376381;6;6;2557;2020-04-16 09:13:53.097;2020-04-16 10:50:36.354
478;12345678A;3445DKM;120,53602;5;1;2699;2020-04-16 15:02:06.404;2020-04-16 15:34:31.025
479;12345678A;5567JJL;133,744259;2;2;2787;2020-04-17 00:27:53.763;2020-04-17 00:49:04.335
480;87654321V;3445DKM;162,5329821;4;1;3081;2020-04-17 06:53:57.611;2020-04-17 07:26:26.937
481;44678910Y;1125LLV;70,07037724;5;0;2764;2020-04-17 08:26:46.326;2020-04-17 08:53:49.289
482;44678910Y;3445DKM;192,4202501;1;3;2613;2020-04-17 09:55:05.381;2020-04-17 10:43:55.105
483;12345678A;1125LLV;67,48556867;0;4;2809;2020-04-17 17:33:27.561;2020-04-17 17:43:40.688
484;12345678A;5567JJL;71,52511353;4;4;2941;2020-04-17 23:59:42.391;2020-04-18 00:27:37.514
485;87654321V;1125LLV;15,70988092;6;1;2662;2020-04-18 07:58:49.780;2020-04-18 09:54:08.850
486;44678910Y;3445DKM;49,65826991;6;2;2672;2020-04-18 14:13:13.235;2020-04-18 15:08:00.946
487;44678910Y;3445DKM;167,5547252;3;0;2819;2020-04-18 22:46:15.112;2020-04-18 22:50:41.975
488;12345678A;5567JJL;116,1202579;5;4;2716;2020-04-19 08:47:41.718;2020-04-19 09:51:26.032
489;12345678A;5567JJL;175,3999081;5;7;2529;2020-04-19 14:17:35.295;2020-04-19 15:21:10.887
490;87654321V;3445DKM;201,4746135;4;2;2848;2020-04-20 00:55:21.748;2020-04-20 02:25:16.665
491;44678910Y;5567JJL;67,37999534;4;6;2575;2020-04-20 03:38:06.320;2020-04-20 04:26:55.232
492;44678910Y;5567JJL;68,29872261;1;0;2614;2020-04-20 05:47:40.543;2020-04-20 05:54:20.242
493;12345678A;3445DKM;190,9676018;7;0;2571;2020-04-20 12:24:12.694;2020-04-20 14:21:15.053
